name,gender,age,path
00000A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00000A02.jpg
00001A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00001A02.jpg
00002A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00002A02.jpg
00003A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00003A02.jpg
00004A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00004A02.jpg
00005A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00005A02.jpg
00006A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00006A02.jpg
00007A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00007A02.jpg
00008A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00008A02.jpg
00009A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00009A02.jpg
00010A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00010A02.jpg
00011A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00011A02.jpg
00012A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00012A02.jpg
00013A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00013A02.jpg
00014A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00014A02.jpg
00015A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00015A02.jpg
00016A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00016A02.jpg
00017A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00017A02.jpg
00018A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00018A02.jpg
00019A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00019A02.jpg
00020A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00020A02.jpg
00021A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00021A02.jpg
00022A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00022A02.jpg
00023A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00023A02.jpg
00024A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00024A02.jpg
00025A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00025A02.jpg
00026A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00026A02.jpg
00027A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00027A02.jpg
00028A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00028A02.jpg
00029A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00029A02.jpg
00030A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00030A02.jpg
00031A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00031A02.jpg
00032A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00032A02.jpg
00033A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00033A02.jpg
00034A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00034A02.jpg
00035A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00035A02.jpg
00036A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00036A02.jpg
00037A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00037A02.jpg
00038A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00038A02.jpg
00039A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00039A02.jpg
00040A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00040A02.jpg
00041A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00041A02.jpg
00042A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00042A02.jpg
00043A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00043A02.jpg
00044A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00044A02.jpg
00045A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00045A02.jpg
00046A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00046A02.jpg
00047A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00047A02.jpg
00048A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00048A02.jpg
00049A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00049A02.jpg
00050A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00050A02.jpg
00051A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00051A02.jpg
00052A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00052A02.jpg
00053A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00053A02.jpg
00054A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00054A02.jpg
00055A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00055A02.jpg
00056A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00056A02.jpg
00057A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00057A02.jpg
00058A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00058A02.jpg
00059A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00059A02.jpg
00060A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00060A02.jpg
00061A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00061A02.jpg
00062A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00062A02.jpg
00063A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00063A02.jpg
00064A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00064A02.jpg
00065A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00065A02.jpg
00066A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00066A02.jpg
00067A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00067A02.jpg
00068A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00068A02.jpg
00069A02.jpg,0,02,/content/dataset_files/All-Age-Faces Dataset/original images/00069A02.jpg
